# data.go.kr 활용신청 endpoint 인테이크 (자동 수집됨)
# 수집일: 2026-05-12 · data.go.kr 마이페이지 자동 순회
# 컬럼: dataName <TAB> endpoint <TAB> format <TAB> status
# ⛔ 인증키는 절대 포함하지 않음
공정거래위원회_가맹정보_매출액 가맹본부 상위 순위 통계 제공 서비스	https://apis.data.go.kr/1130000/FftcSalJnghdqrtrsRankStatsService	JSON+XML	승인
공정거래위원회_가맹정보_가맹본부별 수익성통계 제공 서비스	https://apis.data.go.kr/1130000/FftcjnghdqrtrsernstatService	JSON+XML	승인
공정거래위원회_가맹정보_가맹사업자 부담금 대비 매출액 현황 제공 서비스	https://apis.data.go.kr/1130000/FftcJnghdqrtrsAlotmSalStatsService	JSON+XML	승인
공정거래위원회_가맹정보_주요 업종별 가맹점 개·폐점률 현황 제공 서비스	https://apis.data.go.kr/1130000/FftcIndutyFrcsOpclStatsService	JSON+XML	승인
공정거래위원회_가맹정보_브랜드 가맹점 변경현황 제공 서비스	https://apis.data.go.kr/1130000/FftcBrandFrcsChghst2_Service	JSON+XML	승인
공정거래위원회_가맹정보_브랜드 가맹점 인테리어 비용정보 제공 서비스	https://apis.data.go.kr/1130000/FftcBrandFrcsIntInfo2_Service	JSON+XML	승인
공정거래위원회_가맹정보_업종별 가맹점 변동현황 조회 서비스	https://apis.data.go.kr/1130000/FftcindutyfrcsflctnstatService	JSON+XML	승인
공정거래위원회_가맹정보_가맹본부별 성장성 통계 제공 서비스	https://apis.data.go.kr/1130000/FftcJnghdqrtrsGrStatsService	JSON+XML	승인
공정거래위원회_가맹정보_브랜드별,업종별 직영점 및 가맹점 분포 현황 제공 서비스	https://apis.data.go.kr/1130000/FftcBrandIndutyDropFrcsStatsService	JSON+XML	승인
공정거래위원회_가맹정보_가맹본부 재무정보 제공 서비스	https://apis.data.go.kr/1130000/FftcjnghdqrtrsFnnrInfo2_Service	JSON+XML	승인
